Recall@1_all,0.7861421869361241
Recall@1_animals,0.9230769230769231
Recall@1_bodyparts,0.6206225680933852
Recall@1_clothing,0.8577777777777778
Recall@1_instruments,0.7567567567567568
Recall@1_other,0.6393695920889988
Recall@1_people,0.8423599478875861
Recall@1_scene,0.7895077720207254
Recall@1_vehicles,0.8507853403141361
Recall@5_all,0.912883435582822
Recall@5_animals,0.9584199584199584
Recall@5_bodyparts,0.8151750972762646
Recall@5_clothing,0.952
Recall@5_instruments,0.8918918918918919
Recall@5_other,0.8272558714462299
Recall@5_people,0.954215522054718
Recall@5_scene,0.8996113989637305
Recall@5_vehicles,0.9450261780104712
Recall@10_all,0.9372067845543125
Recall@10_animals,0.9646569646569647
Recall@10_bodyparts,0.8385214007782101
Recall@10_clothing,0.9666666666666667
Recall@10_instruments,0.9459459459459459
Recall@10_other,0.8680469715698393
Recall@10_people,0.9730132142192444
Recall@10_scene,0.927461139896373
Recall@10_vehicles,0.9659685863874345
Upper_bound_all,0.9833994947672321
Upper_bound_animals,0.9916839916839917
Upper_bound_bodyparts,0.9280155642023347
Upper_bound_clothing,0.9911111111111112
Upper_bound_instruments,0.9932432432432432
Upper_bound_other,0.961372064276885
Upper_bound_people,0.9972082635399219
Upper_bound_scene,0.9805699481865285
Upper_bound_vehicles,1.0
