Recall@1_all,0.7478888487910501
Recall@1_animals,0.8898128898128899
Recall@1_bodyparts,0.566147859922179
Recall@1_clothing,0.8071111111111111
Recall@1_instruments,0.6891891891891891
Recall@1_other,0.592707045735476
Recall@1_people,0.818537130094919
Recall@1_scene,0.7338082901554405
Recall@1_vehicles,0.8481675392670157
Recall@5_all,0.88985925658607
Recall@5_animals,0.9542619542619543
Recall@5_bodyparts,0.7470817120622568
Recall@5_clothing,0.9302222222222222
Recall@5_instruments,0.9054054054054054
Recall@5_other,0.7852286773794809
Recall@5_people,0.9447236180904522
Recall@5_scene,0.8639896373056994
Recall@5_vehicles,0.9502617801047121
Recall@10_all,0.9169252977264526
Recall@10_animals,0.9604989604989606
Recall@10_bodyparts,0.7976653696498055
Recall@10_clothing,0.948
Recall@10_instruments,0.9391891891891891
Recall@10_other,0.8343634116192831
Recall@10_people,0.9646380048390099
Recall@10_scene,0.8879533678756477
Recall@10_vehicles,0.9659685863874345
Upper_bound_all,0.9787080476362324
Upper_bound_animals,0.9875259875259875
Upper_bound_bodyparts,0.9007782101167315
Upper_bound_clothing,0.9893333333333333
Upper_bound_instruments,0.9797297297297297
Upper_bound_other,0.9545735475896168
Upper_bound_people,0.9959054531918854
Upper_bound_scene,0.9715025906735751
Upper_bound_vehicles,0.9921465968586387
